prediction,target
225.80087149870092844,192.5899963000000241208908846601843833923
217.31899759005020201,197.4600066999999796735210111364722251892
214.38941163398607159,194.7599945000000047912180889397859573364
221.01337655242909364,195.8500061000000016520061763003468513489
225.93951953398357091,196.7400054999999952087819110602140426636
226.25353179827465055,195.9799956999999892559571890160441398621
222.35433795184576411,198.4499969000000021424057194963097572327
217.45439190963054443,200.1399993999999935567757347598671913147
221.41915671346222894,199.6999969000000021424057194963097572327
220.87803249732334621,195.3600006000000064432242652401328086853
218.59544071042836322,196.4400023999999973511876305565237998962
221.64306818833219381,193.8999938999999983479938236996531486511
218.29102800945148033,193.6000061000000016520061763003468513489
220.589235184319989,192.9299926999999854615452932193875312805
222.2088473694632853,192.8699950999999828127329237759113311768
221.91575080812231135,187.9100036999999758791091153398156166077
225.22373481933109929,188.0800018000000193296727957203984260559
226.51292345911164716,191.5899963000000241208908846601843833923
228.00057980182697293,192.1300049000000171872670762240886688232
227.53765856438883475,195
229.8127808051634986,198.4700011999999844647391000762581825256
227.68981332039589915,197.7899933000000203264789888635277748108
230.93947657043463551,199.4100036999999758791091153398156166077
232.17425592195959894,201.2100066999999796735210111364722251892
231.77543511370777196,201.3300018000000193296727957203984260559
225.67127168771483525,201.5200043000000107440428109839558601379
225.63349103114660466,200.25
229.70202970340011461,199.2899933000000203264789888635277748108
230.13135842980526036,202.3500061000000016520061763003468513489
231.84906487358713889,203.2700043000000107440428109839558601379
236.25370695403771037,203.3699950999999828127329237759113311768
236.10263088342077253,203.1100006000000064432242652401328086853
235.55746069482009375,201.8500061000000016520061763003468513489
236.92989439406474617,205.2100066999999796735210111364722251892
236.9499767560328678,207.5200043000000107440428109839558601379
238.95832269687517169,206.9900054999999952087819110602140426636
237.92054296840251482,206.5700073000000145384547067806124687195
233.95432584532881037,208.9400023999999973511876305565237998962
236.57484817797555365,208.8899993999999935567757347598671913147
235.50111607697849081,207.9299926999999854615452932193875312805
237.79962624939625471,210.3899993999999935567757347598671913147
238.48369964627781314,211
237.17540264208736289,210.3800049000000171872670762240886688232
239.72135768732434258,210.1499939000000267697032541036605834961
242.75188012138866611,210.0399933000000203264789888635277748108
243.76399711944137039,208.0800018000000193296727957203984260559
242.04335274128564492,208.5599976000000026488123694434762001038
246.72701154264711931,207.7400054999999952087819110602140426636
246.86469977892195971,204.8399963000000241208908846601843833923
244.14404386753662379,202.5399933000000203264789888635277748108
246.78619354279058484,205.6199950999999828127329237759113311768
245.13655926083109193,205.4700011999999844647391000762581825256
245.93202050978354123,208.7299956999999892559571890160441398621
244.98945466271203486,208.5500030999999978575942805036902427673
242.92381893726550857,209.3099976000000026488123694434762001038
238.24529919879242357,209.0700073000000145384547067806124687195
238.44954365362107751,209.3500061000000016520061763003468513489
238.63505962387654336,209.3200073000000145384547067806124687195
235.53822629451062198,209.5599976000000026488123694434762001038
231.9385989285300127,208.6900023999999973511876305565237998962
235.44107342711527053,210.6799926999999570398358628153800964355
235.10529198506077364,208.5299988000000155352608999237418174744
238.21034048055528842,205.6100006000000064432242652401328086853
239.69700049178160839,209.6199950999999828127329237759113311768
238.93231764902532177,208.3500061000000016520061763003468513489
237.87059243043387369,206.9499969000000021424057194963097572327
237.26642377724542143,205.3399963000000241208908846601843833923
238.48058144519097823,205.8699950999999828127329237759113311768
239.4373788007197561,201.8800049000000171872670762240886688232
237.51785646417911835,202.8999938999999983479938236996531486511
239.25077638873472097,205.0299988000000155352608999237418174744
236.21851832832601303,208.0299988000000155352608999237418174744
234.01130327719798174,204.8600006000000064432242652401328086853
237.33040858693814812,200.0200043000000107440428109839558601379
235.63909569575557157,201.6699981999999806703272042796015739441
240.97088620430210426,203.5
238.19737961886778521,206.0200043000000107440428109839558601379
